symbol,type,conf,buy_px,sell_px,ret,reason,bars,close
sh605001,Spring,97,7.427,7.198,-0.0308,到期,20,2026-08-31 11:48:36
sh600650,Spring,97,16.091,15.94,-0.0094,到期,20,2026-08-31 11:48:36
sh603416,Spring,97,56.066,53.733,-0.0416,到期,20,2026-08-31 11:48:36
sh603331,Spring,96,10.741,12.068,0.1235,到期,20,2026-08-31 11:48:36
sz002361,Spring,93,6.136,6.733,0.0973,到期,20,2026-08-31 11:48:36
sz300921,Spring,95,15.781,17.068,0.0816,到期,20,2026-08-31 11:48:36
sh603900,Spring,90,9.147,8.681,-0.0509,止损,11,2026-08-31 11:48:36
sh601811,Spring,93,13.826,13.472,-0.0256,到期,20,2026-08-31 11:48:36
sh688716,Spring,97,37.807,44.195,0.169,止盈,14,2026-08-31 11:48:36
sz001896,Spring,91,5.215,6.004,0.1513,止盈,6,2026-08-31 11:48:36
sz001896,Spring,91,5.485,6.374,0.1621,止盈,1,2026-08-31 11:48:36
sh601008,Spring,91,5.013,5.28,0.0533,到期,20,2026-08-31 11:48:36
sz001896,Spring,91,6.246,6.843,0.0956,到期,20,2026-08-31 11:48:36
sh600125,Shakeout,93,6.314,6.36,0.0073,到期,20,2026-08-31 11:48:36
sz300690,Spring,95,29.613,36.77,0.2417,止盈,4,2026-08-31 11:48:36
sz300690,Spring,95,31.505,37.665,0.1955,止盈,1,2026-08-31 11:48:36
sh601997,Spring,95,5.561,5.616,0.0099,到期,20,2026-08-31 11:48:36
sh601162,Spring,98,4.004,3.8,-0.0509,止损,19,2026-08-31 11:48:36
sh605598,Spring,93,46.062,53.908,0.1703,止盈,6,2026-08-31 11:48:36
sz001210,Spring,97,14.517,17.216,0.1859,止盈,8,2026-08-31 11:48:36
sz001210,Spring,97,16.314,18.938,0.1608,止盈,1,2026-08-31 11:48:36
sz001210,Spring,97,18.642,21.446,0.1504,止盈,4,2026-08-31 11:48:36
sh601519,Spring,92,10.51,10.43,-0.0076,到期,20,2026-08-31 11:48:36
sz002054,Spring,92,8.029,7.762,-0.0333,到期,20,2026-08-31 11:48:36
sh600650,Spring,96,11.882,11.277,-0.0509,止损,10,2026-08-31 11:48:36
sz300980,Spring,92,25.825,31.126,0.2053,止盈,2,2026-08-31 11:48:36
sz300980,Spring,92,30.81,29.24,-0.051,止损,8,2026-08-31 11:48:36
