日期,代码,名称,类型,conf,5根,10根,20根,40根,净收益(扣成本),止损后净收益
2025-11-12,600760,中航沈飞,LPS,41,3.64%,0.14%,-4.29%,7.00%,-5.09%,-5.09%
2025-11-14,688322,奥比中光-W,Spring,89,6.27%,8.54%,9.65%,21.58%,8.85%,8.85%
2025-11-21,600104,上汽集团,ST,100,1.84%,5.10%,6.87%,3.95%,6.07%,6.07%
2025-11-21,603501,豪威集团,Spring,94,3.42%,3.86%,7.67%,11.66%,6.87%,6.87%
2025-11-21,603501,豪威集团,ST,94,3.42%,3.86%,7.67%,11.66%,6.87%,6.87%
2025-11-21,002594,比亚迪,Spring,90,2.66%,3.54%,1.65%,2.20%,0.85%,0.85%
2025-11-21,600850,电科数字,Spring,39,3.78%,2.35%,15.64%,15.09%,14.84%,14.84%
2025-11-21,600276,恒瑞医药,Spring,97,4.34%,3.56%,2.27%,1.68%,1.47%,1.47%
2025-11-21,301098,金埔园林,Shakeout,75,6.05%,7.08%,-0.91%,5.48%,-1.71%,-1.71%
2025-11-24,000001,上证指数,Spring,82,2.01%,2.28%,2.10%,7.30%,1.30%,1.30%
2025-11-24,510300,沪深300ETF华泰柏瑞,Spring,91,2.85%,3.84%,3.80%,3.80%,3.00%,3.00%
2025-11-24,510300,沪深300ETF华泰柏瑞,Spring,97,1.89%,2.82%,4.45%,4.03%,3.65%,3.65%
2025-11-24,000725,京东方Ａ,Spring,87,2.09%,10.21%,5.76%,16.75%,4.96%,4.96%
2025-11-24,601688,华泰证券,Spring,78,2.49%,8.52%,11.49%,10.57%,10.69%,10.69%
2025-11-24,002117,东港股份,LPS,63,2.47%,7.58%,7.58%,-2.39%,6.78%,6.78%
2025-11-24,002416,爱施德,LPS,49,5.36%,1.36%,1.96%,16.09%,1.16%,1.16%
2025-11-25,600036,招商银行,LPS,58,0.30%,-0.49%,-3.10%,-10.22%,-3.90%,-3.90%
2025-11-27,601816,京沪高铁,Spring,78,3.16%,1.18%,2.37%,-2.56%,1.57%,1.57%
2025-11-27,000703,恒逸石化,LPS,48,17.93%,19.37%,39.31%,66.14%,38.51%,38.51%
2025-11-27,600028,中国石化,LPS,64,2.75%,0.17%,0.69%,9.81%,-0.11%,-0.11%
2025-11-28,600406,国电南瑞,Spring,44,2.44%,4.78%,2.75%,14.53%,1.95%,1.95%
2025-12-01,300059,东方财富,SC,52,2.38%,-1.04%,1.13%,-1.34%,0.33%,0.33%
2025-12-03,603259,药明康德,Spring,93,5.85%,3.39%,3.45%,8.65%,2.65%,2.65%
2025-12-03,600436,片仔癀,ST,94,0.99%,-0.12%,-1.57%,-6.46%,-2.37%,-2.37%
2025-12-03,600862,中航高科,Spring,94,2.90%,2.42%,14.38%,16.70%,13.58%,13.58%
2025-12-03,600862,中航高科,ST,94,2.90%,2.42%,14.38%,16.70%,13.58%,13.58%
2025-12-04,300347,泰格医药,Spring,75,0.63%,2.93%,21.05%,23.18%,20.25%,20.25%
2025-12-04,600030,中信证券,Spring,76,4.01%,4.89%,7.83%,2.43%,7.03%,7.03%
2025-12-05,300333,兆日科技,Spring,99,-1.09%,0.64%,6.56%,-1.27%,5.76%,5.76%
2025-12-05,300333,兆日科技,Shakeout,98,-1.09%,0.64%,6.56%,-1.27%,5.76%,5.76%
2025-12-10,600519,贵州茅台,Spring,88,2.16%,1.56%,2.88%,9.84%,2.08%,2.08%
2025-12-10,600893,航发动力,Spring,92,-0.57%,5.03%,18.93%,31.16%,18.13%,18.13%
2025-12-12,603019,中科曙光,SC,92,-3.49%,-3.53%,2.87%,2.61%,2.07%,2.07%
2025-12-12,600760,中航沈飞,SC,80,3.17%,5.59%,11.88%,4.57%,11.08%,11.08%
2025-12-12,688111,金山办公,Spring,77,-1.40%,-2.00%,20.75%,2.01%,19.95%,19.95%
2025-12-12,603288,海天味业,Spring,61,3.54%,2.55%,4.63%,1.16%,3.83%,3.83%
2025-12-12,603120,肯特催化,Spring,92,2.97%,0.70%,2.52%,14.03%,1.72%,1.72%
2025-12-12,002415,海康威视,SC,52,-1.49%,0.64%,4.18%,10.90%,3.38%,3.38%
2025-12-16,002648,卫星化学,Spring,77,3.81%,8.67%,16.66%,40.93%,15.86%,15.86%
2025-12-16,603019,中科曙光,Spring,92,5.97%,3.23%,12.56%,11.45%,11.76%,11.76%
2025-12-16,002415,海康威视,Spring,86,1.57%,4.04%,9.06%,13.25%,8.26%,8.26%
2025-12-16,600760,中航沈飞,Spring,80,0.20%,4.73%,13.51%,2.04%,12.71%,12.71%
2025-12-16,601012,隆基绿能,Spring,48,3.21%,5.61%,5.96%,5.90%,5.16%,5.16%
2025-12-16,688716,中研股份,Spring,98,9.54%,20.43%,17.11%,9.45%,16.31%,16.31%
2025-12-16,600276,恒瑞医药,Spring,99,4.48%,1.74%,6.80%,-0.69%,6.00%,6.00%
2025-12-16,600893,航发动力,SC,56,3.57%,8.09%,11.66%,40.61%,10.86%,10.86%
2025-12-16,600276,恒瑞医药,Shakeout,96,4.48%,1.74%,6.80%,-0.69%,6.00%,6.00%
2025-12-17,600585,海螺水泥,Spring,72,1.22%,-0.91%,0.41%,11.79%,-0.39%,-0.39%
2025-12-17,300009,安科生物,Spring,69,1.65%,-1.03%,6.93%,1.45%,6.13%,6.13%
2025-12-17,300864,南大环境,Spring,43,3.74%,2.55%,8.37%,17.06%,7.57%,7.57%
2025-12-17,002821,凯莱英,ST,78,3.80%,1.24%,16.93%,9.58%,16.13%,16.13%
2025-12-17,600036,招商银行,Spring,81,0.75%,1.40%,-4.33%,-4.35%,-5.13%,-5.13%
2025-12-17,301166,优宁维,Spring,24,3.24%,2.24%,11.06%,14.98%,10.26%,10.26%
2025-12-17,301098,金埔园林,Spring,76,4.33%,3.25%,6.62%,17.57%,5.82%,5.82%
2025-12-19,002117,东港股份,LPS,54,3.71%,-4.48%,-8.11%,-9.11%,-8.91%,-8.91%
2025-12-24,000725,京东方Ａ,LPS,55,3.69%,8.62%,9.61%,10.59%,8.81%,8.81%
2025-12-29,002230,科大讯飞,SC,52,8.16%,27.78%,16.93%,6.47%,16.13%,16.13%
2025-12-30,001979,招商蛇口,Spring,74,6.20%,9.12%,27.25%,13.45%,26.45%,26.45%
2025-12-31,000858,五 粮 液,Spring,75,1.13%,-0.74%,-0.89%,-4.17%,-1.69%,-1.69%
2026-01-12,300750,宁德时代,SC,75,-3.53%,-5.43%,1.97%,11.98%,1.17%,1.17%
2026-01-14,600809,山西汾酒,SC,66,-4.84%,-8.09%,-3.32%,-11.02%,-4.12%,-4.12%
2026-01-16,600436,片仔癀,SC,68,-3.82%,-4.92%,-0.69%,-9.86%,-1.49%,-1.49%
2026-01-19,600030,中信证券,LPS,52,0.57%,-0.18%,0.03%,-11.81%,-0.77%,-0.77%
2026-01-19,600893,航发动力,Shakeout,5,3.05%,1.46%,30.74%,7.44%,29.94%,29.94%
2026-01-20,510300,沪深300ETF华泰柏瑞,SC,69,0.28%,0.21%,-2.04%,1.31%,-2.84%,-2.84%
2026-01-21,300009,安科生物,LPS,43,1.37%,-2.15%,-2.44%,-13.85%,-3.24%,-3.24%
2026-01-21,688111,金山办公,LPS,43,3.84%,-5.77%,-9.72%,-28.01%,-10.52%,-10.52%
2026-01-26,000568,泸州老窖,SC,97,9.71%,9.07%,-3.33%,-5.86%,-4.13%,-4.13%
2026-01-26,000568,泸州老窖,Spring,97,9.71%,9.07%,-3.33%,-5.86%,-4.13%,-4.13%
2026-01-26,603288,海天味业,SC,57,-0.31%,4.98%,1.87%,15.83%,1.07%,1.07%
2026-01-26,600519,贵州茅台,SC,71,6.33%,13.63%,6.27%,8.05%,5.47%,5.47%
2026-01-26,000858,五 粮 液,SC,68,4.84%,4.91%,0.21%,0.91%,-0.59%,-0.59%
2026-01-28,300750,宁德时代,Spring,83,7.36%,8.24%,3.02%,17.99%,2.22%,2.22%
2026-01-28,600809,山西汾酒,Spring,85,11.96%,5.19%,-3.32%,-10.68%,-4.12%,-4.12%
2026-01-28,002714,牧原股份,Spring,88,3.81%,1.97%,3.68%,-3.30%,2.88%,2.88%
2026-01-28,600519,贵州茅台,Spring,97,15.21%,13.65%,5.69%,10.29%,4.89%,4.89%
2026-01-28,600519,贵州茅台,Shakeout,90,15.21%,13.65%,5.69%,10.29%,4.89%,4.89%
2026-01-28,002714,牧原股份,SC,52,3.81%,1.97%,3.68%,-3.30%,2.88%,2.88%
2026-01-29,000001,平安银行,SC,73,1.19%,0.00%,-1.28%,1.46%,-2.08%,-2.08%
2026-01-29,600741,华域汽车,SC,82,0.84%,1.10%,-0.63%,4.20%,-1.43%,-1.43%
2026-01-29,601166,兴业银行,SC,74,2.59%,1.37%,0.99%,1.91%,0.19%,0.19%
2026-01-29,600436,片仔癀,Spring,97,2.18%,-0.51%,-5.08%,-9.45%,-5.88%,-5.88%
2026-01-29,603288,海天味业,Spring,97,4.29%,-0.48%,2.51%,15.45%,1.71%,1.71%
2026-01-29,000858,五 粮 液,Spring,83,-1.70%,-5.55%,-7.56%,-6.57%,-8.36%,-8.36%
2026-01-29,600276,恒瑞医药,Spring,99,0.09%,1.08%,-4.39%,-2.98%,-5.19%,-5.19%
2026-01-29,600276,恒瑞医药,Shakeout,98,0.09%,1.08%,-4.39%,-2.98%,-5.19%,-5.19%
2026-01-29,600900,长江电力,SC,59,2.19%,1.15%,5.10%,3.39%,4.30%,4.30%
2026-01-29,600900,长江电力,Spring,99,2.19%,1.15%,5.10%,3.39%,4.30%,4.30%
2026-01-29,000001,平安银行,Shakeout,87,1.19%,0.00%,-1.28%,1.46%,-2.08%,-2.08%
2026-01-30,600406,国电南瑞,LPS,47,0.04%,3.69%,25.08%,1.35%,24.28%,24.28%
2026-01-30,600862,中航高科,LPS,44,4.89%,11.65%,8.30%,-13.89%,7.50%,7.50%
2026-01-30,603903,中持股份,Spring,91,0.65%,1.22%,0.08%,-8.11%,-0.72%,-0.72%
2026-02-02,600760,中航沈飞,ST,94,2.90%,4.87%,1.35%,-8.73%,0.55%,0.55%
2026-02-02,002416,爱施德,LPS,46,7.45%,7.93%,6.03%,5.23%,5.23%,5.23%
2026-02-02,002821,凯莱英,LPS,46,8.15%,4.25%,6.28%,24.56%,5.48%,5.48%
2026-02-02,600760,中航沈飞,LPS,94,2.90%,4.87%,1.35%,-8.73%,0.55%,0.55%
2026-02-02,601012,隆基绿能,LPS,53,8.73%,3.63%,5.22%,-1.81%,4.42%,4.42%
2026-02-03,510300,沪深300ETF华泰柏瑞,Spring,94,1.26%,2.34%,3.42%,1.86%,2.62%,2.62%
2026-02-03,510300,沪深300ETF华泰柏瑞,ST,94,1.26%,2.34%,3.42%,1.86%,2.62%,2.62%
2026-02-03,601816,京沪高铁,Spring,75,3.51%,1.45%,4.96%,3.10%,4.16%,4.16%
2026-02-03,002594,比亚迪,Spring,82,3.94%,4.67%,13.56%,13.35%,12.76%,12.76%
2026-02-03,601688,华泰证券,SC,95,3.86%,-0.14%,-8.41%,-17.64%,-9.21%,-9.21%
2026-02-03,000001,上证指数,LPS,52,1.49%,1.95%,1.62%,-2.50%,0.82%,0.82%
2026-02-03,510300,沪深300ETF华泰柏瑞,LPS,40,1.48%,1.84%,1.01%,-1.97%,0.21%,0.21%
2026-02-03,603259,药明康德,LPS,48,7.14%,5.55%,-1.81%,12.25%,-2.61%,-2.61%
2026-02-03,002415,海康威视,LPS,56,3.14%,0.22%,-0.66%,-3.45%,-1.46%,-1.46%
2026-02-03,601688,华泰证券,Shakeout,95,3.86%,-0.14%,-8.41%,-17.64%,-9.21%,-9.21%
2026-02-03,002956,西麦食品,Shakeout,65,2.87%,-0.29%,-4.83%,6.25%,-5.63%,-5.63%
2026-02-05,603019,中科曙光,ST,94,7.87%,7.94%,4.33%,4.20%,3.53%,3.53%
2026-02-06,002466,天齐锂业,Spring,84,2.07%,9.92%,6.73%,28.55%,5.93%,5.93%
2026-02-06,002648,卫星化学,LPS,57,-2.20%,8.62%,18.78%,31.84%,17.98%,17.98%
2026-02-06,603501,豪威集团,LPS,49,-0.11%,2.57%,-4.87%,-18.36%,-5.67%,-5.67%
2026-02-06,002230,科大讯飞,LPS,43,4.21%,-0.89%,-4.89%,-11.82%,-5.69%,-5.69%
2026-02-06,688716,中研股份,Spring,92,2.68%,0.52%,-4.80%,-13.75%,-5.60%,-5.60%
2026-02-06,600850,电科数字,Spring,21,2.42%,2.20%,-6.60%,-25.50%,-7.40%,-7.40%
2026-02-24,600585,海螺水泥,LPS,96,1.28%,-0.80%,-6.90%,-12.52%,-7.70%,-7.70%
2026-02-24,002714,牧原股份,ST,85,4.42%,8.46%,-2.38%,0.36%,-3.18%,-3.18%
2026-02-26,600900,长江电力,ST,95,3.99%,5.61%,4.88%,2.96%,4.08%,4.08%
2026-03-02,603288,海天味业,ST,78,4.66%,8.02%,13.16%,10.13%,12.36%,12.36%
2026-03-03,002821,凯莱英,Spring,93,9.51%,6.70%,19.75%,37.08%,18.95%,18.95%
2026-03-04,000001,平安银行,ST,95,1.68%,2.33%,4.11%,7.28%,3.31%,3.31%
2026-03-04,300750,宁德时代,ST,87,17.08%,18.62%,19.71%,30.67%,18.91%,18.91%
2026-03-04,000568,泸州老窖,Spring,86,1.12%,3.10%,2.53%,-3.42%,1.73%,1.73%
2026-03-04,601166,兴业银行,ST,88,3.14%,4.47%,4.24%,-1.16%,3.44%,3.44%
2026-03-04,600436,片仔癀,ST,44,0.77%,1.19%,-2.20%,-8.24%,-3.00%,-3.00%
2026-03-04,603019,中科曙光,Spring,84,6.95%,6.27%,-2.36%,12.91%,-3.16%,-3.16%
2026-03-04,002415,海康威视,Spring,82,4.59%,6.31%,1.52%,19.93%,0.72%,0.72%
2026-03-04,300864,南大环境,LPS,45,0.85%,-2.11%,-7.86%,0.04%,-8.66%,-8.66%
2026-03-04,000858,五 粮 液,ST,94,1.15%,2.67%,3.34%,-3.90%,2.54%,2.54%
2026-03-04,600276,恒瑞医药,Spring,95,5.38%,7.36%,8.97%,1.70%,8.17%,8.17%
2026-03-04,600104,上汽集团,Spring,93,4.00%,4.80%,7.86%,0.29%,7.06%,7.06%
2026-03-04,002956,西麦食品,Spring,81,3.93%,8.81%,4.76%,31.55%,3.96%,3.96%
2026-03-04,301098,金埔园林,Spring,76,6.66%,4.40%,-2.48%,6.66%,-3.28%,-3.28%
2026-03-06,600809,山西汾酒,Spring,88,-0.90%,-4.26%,-11.83%,-10.55%,-12.63%,-12.63%
2026-03-06,600809,山西汾酒,ST,88,-0.90%,-4.26%,-11.83%,-10.55%,-12.63%,-12.63%
2026-03-09,399006,创业板指,Spring,85,4.63%,0.83%,-1.49%,18.31%,-2.29%,-2.29%
2026-03-09,002416,爱施德,SC,81,5.09%,-7.37%,0.55%,9.33%,-0.25%,-0.25%
2026-03-09,600741,华域汽车,ST,94,2.78%,-3.38%,8.71%,-0.27%,7.91%,7.91%
2026-03-09,600519,贵州茅台,LPS,45,4.52%,0.79%,3.08%,-1.72%,2.28%,2.28%
2026-03-16,601899,紫金矿业,SC,53,-12.00%,-5.67%,0.14%,-8.37%,-0.66%,-5.40%
2026-03-16,603799,华友钴业,SC,56,-12.28%,-5.79%,1.42%,-7.52%,0.62%,-5.40%
2026-03-19,510300,沪深300ETF华泰柏瑞,SC,58,-3.18%,-2.37%,-2.35%,3.09%,-3.15%,-3.15%
2026-03-19,000703,恒逸石化,Spring,95,19.34%,20.66%,43.22%,39.05%,42.42%,42.42%
2026-03-23,000001,平安银行,Spring,100,5.17%,5.55%,6.03%,2.20%,5.23%,5.23%
2026-03-23,000001,上证指数,Spring,97,2.88%,2.02%,7.13%,7.86%,6.33%,6.33%
2026-03-23,002416,爱施德,Spring,97,11.08%,8.54%,12.52%,1.44%,11.72%,11.72%
2026-03-23,300009,安科生物,Spring,97,8.54%,13.74%,12.59%,-5.43%,11.79%,11.79%
2026-03-23,603259,药明康德,Spring,91,10.05%,15.39%,12.26%,18.44%,11.46%,11.46%
2026-03-23,300347,泰格医药,Spring,65,10.81%,16.60%,20.28%,-10.98%,19.48%,19.48%
2026-03-23,000725,京东方Ａ,Spring,97,1.81%,1.03%,9.04%,33.33%,8.24%,8.24%
2026-03-23,300347,泰格医药,Shakeout,65,10.81%,16.60%,20.28%,-10.98%,19.48%,19.48%
2026-03-23,603288,海天味业,Shakeout,92,11.16%,14.44%,12.01%,-2.76%,11.21%,11.21%
2026-03-23,601816,京沪高铁,Shakeout,95,3.89%,2.87%,2.66%,-0.41%,1.86%,1.86%
2026-03-23,000852,中证1000,Spring,97,4.84%,2.66%,12.71%,17.32%,11.91%,11.91%
2026-03-23,603903,中持股份,Spring,99,10.29%,5.99%,9.73%,19.36%,8.93%,8.93%
2026-03-23,301166,优宁维,Spring,88,5.07%,5.14%,4.39%,3.60%,3.59%,3.59%
2026-03-23,301166,优宁维,Shakeout,41,5.07%,5.14%,4.39%,3.60%,3.59%,3.59%
2026-03-24,600732,爱旭股份,Spring,94,-9.09%,-6.23%,2.47%,-17.33%,1.67%,-5.40%
2026-03-24,002466,天齐锂业,Spring,81,7.46%,12.86%,36.99%,29.13%,36.19%,36.19%
2026-03-24,510300,沪深300ETF华泰柏瑞,Spring,85,-0.36%,2.75%,7.41%,10.23%,6.61%,6.61%
2026-03-24,002714,牧原股份,SC,76,-4.11%,1.93%,2.80%,-11.63%,2.00%,2.00%
2026-03-24,002648,卫星化学,LPS,53,6.15%,7.07%,1.69%,-7.57%,0.89%,0.89%
2026-03-24,000688,科创50,Spring,95,-2.67%,4.80%,12.42%,46.89%,11.62%,11.62%
2026-03-27,000538,云南白药,Spring,78,3.79%,0.61%,-0.20%,-7.58%,-1.00%,-1.00%
2026-03-27,600276,恒瑞医药,Spring,99,2.17%,0.04%,0.36%,-12.66%,-0.44%,-0.44%
2026-03-30,600741,华域汽车,Spring,89,11.69%,14.88%,10.18%,-6.54%,9.38%,9.38%
2026-03-31,002714,牧原股份,Spring,92,6.31%,10.41%,6.98%,-8.33%,6.18%,6.18%
2026-04-03,603019,中科曙光,Spring,78,14.25%,18.08%,26.78%,8.83%,25.98%,25.98%
2026-04-07,688981,中芯国际,Spring,89,6.17%,12.38%,25.82%,33.24%,25.02%,25.02%
2026-04-07,510300,沪深300ETF华泰柏瑞,ST,92,4.05%,5.96%,7.42%,9.92%,6.62%,6.62%
2026-04-07,300124,汇川技术,Spring,99,6.73%,1.99%,15.83%,16.72%,15.03%,15.03%
2026-04-07,300059,东方财富,Spring,94,9.21%,8.61%,11.61%,0.88%,10.81%,10.81%
2026-04-07,300059,东方财富,ST,94,9.21%,8.61%,11.61%,0.88%,10.81%,10.81%
2026-04-07,600030,中信证券,Spring,89,9.49%,9.95%,12.67%,7.32%,11.87%,11.87%
2026-04-07,600030,中信证券,ST,89,9.49%,9.95%,12.67%,7.32%,11.87%,11.87%
2026-04-07,601012,隆基绿能,Spring,41,5.09%,5.33%,-2.04%,-21.38%,-2.84%,-2.84%
2026-04-07,601688,华泰证券,ST,94,7.62%,7.79%,8.64%,7.16%,7.84%,7.84%
2026-04-07,300750,宁德时代,LPS,54,12.01%,16.38%,15.41%,6.43%,14.61%,14.61%
2026-04-07,600406,国电南瑞,LPS,43,2.47%,5.83%,2.11%,-8.18%,1.31%,1.31%
2026-04-07,002594,比亚迪,LPS,43,5.96%,3.62%,2.08%,-5.07%,1.28%,1.28%
2026-04-14,601816,京沪高铁,LPS,44,1.62%,-0.41%,0.61%,1.42%,-0.19%,-0.19%
2026-04-14,002956,西麦食品,Shakeout,73,2.74%,9.24%,12.31%,15.86%,11.51%,11.51%
2026-04-16,600585,海螺水泥,SC,66,-2.70%,-5.03%,-10.16%,-18.07%,-10.96%,-10.96%
2026-04-20,600436,片仔癀,SC,58,-3.29%,-2.68%,-13.08%,-22.19%,-13.88%,-13.88%
2026-04-23,600028,中国石化,SC,62,-1.10%,-4.59%,-10.64%,-12.52%,-11.44%,-11.44%
2026-04-23,300332,天壕能源,Spring,92,2.68%,-2.50%,-7.14%,-24.64%,-7.94%,-7.94%
2026-04-24,000001,平安银行,LPS,82,3.27%,1.27%,-2.18%,-2.16%,-2.98%,-2.98%
2026-04-24,000703,恒逸石化,LPS,59,21.78%,2.27%,-12.22%,4.10%,-13.02%,-13.02%
2026-04-28,300124,汇川技术,SC,97,22.23%,26.01%,20.53%,7.01%,19.73%,19.73%
2026-04-28,600862,中航高科,SC,97,7.82%,1.73%,-9.50%,-10.14%,-10.30%,-10.30%
2026-04-28,600862,中航高科,Spring,97,7.82%,1.73%,-9.50%,-10.14%,-10.30%,-10.30%
2026-04-28,002714,牧原股份,ST,77,0.48%,-1.85%,-11.11%,-15.97%,-11.91%,-11.91%
2026-04-29,601012,隆基绿能,SC,97,0.36%,-8.52%,-17.34%,-20.73%,-18.14%,-18.14%
2026-04-29,601012,隆基绿能,Spring,97,0.36%,-8.52%,-17.34%,-20.73%,-18.14%,-18.14%
2026-04-29,000858,五 粮 液,SC,74,-6.64%,-12.99%,-15.18%,-24.75%,-15.98%,-5.40%
2026-04-29,688716,中研股份,SC,54,15.50%,21.02%,3.04%,-0.81%,2.24%,2.24%
2026-04-29,601899,紫金矿业,ST,71,0.38%,-8.32%,-11.57%,-25.27%,-12.37%,-12.37%
2026-04-30,601166,兴业银行,SC,63,-1.00%,-2.40%,3.79%,-4.31%,2.99%,2.99%
2026-04-30,600850,电科数字,Spring,95,0.88%,16.39%,31.39%,-6.06%,30.59%,30.59%
2026-05-06,605599,菜百股份,SC,74,-10.30%,-15.69%,-19.80%,-23.80%,-20.60%,-5.40%
2026-05-06,000568,泸州老窖,SC,79,-5.73%,-6.23%,-10.96%,-21.52%,-11.76%,-5.40%
2026-05-06,600036,招商银行,SC,65,-0.32%,-2.18%,1.32%,-3.68%,0.52%,0.52%
2026-05-13,601628,中国人寿,SC,78,-5.32%,-8.28%,-5.07%,3.68%,-5.87%,-5.40%
2026-05-13,300347,泰格医药,SC,85,-8.56%,-19.13%,-21.04%,-11.24%,-21.84%,-5.40%
2026-05-19,510300,沪深300ETF华泰柏瑞,LPS,72,2.12%,1.38%,0.84%,-0.64%,0.04%,0.04%
2026-05-21,601166,兴业银行,Spring,78,3.45%,5.30%,2.44%,4.99%,1.64%,1.64%
2026-05-22,601899,紫金矿业,Spring,95,-1.68%,-4.30%,-1.68%,-3.79%,-2.48%,-2.48%
2026-05-26,600585,海螺水泥,ST,41,3.23%,-2.56%,-11.49%,-5.11%,-12.29%,-12.29%
2026-05-26,002956,西麦食品,Shakeout,63,1.63%,-2.09%,0.14%,-21.92%,-0.66%,-0.66%
2026-05-27,600809,山西汾酒,SC,75,-3.97%,-7.63%,-14.37%,-4.37%,-15.17%,-15.17%
2026-05-27,600036,招商银行,Spring,77,4.05%,5.14%,-2.08%,8.05%,-2.88%,-2.88%
2026-05-27,000538,云南白药,ST,93,-1.17%,0.82%,-5.19%,3.96%,-5.99%,-5.99%
2026-05-28,600104,上汽集团,Spring,41,1.25%,1.50%,2.16%,-1.42%,1.36%,1.36%
2026-05-28,688111,金山办公,Spring,78,0.54%,-11.35%,-15.38%,-3.44%,-16.18%,-16.18%
2026-05-28,601688,华泰证券,Spring,79,5.93%,6.93%,13.14%,13.08%,12.34%,12.34%
2026-05-28,600030,中信证券,LPS,52,0.95%,2.27%,11.21%,12.06%,10.41%,10.41%
2026-05-29,000001,平安银行,Spring,82,0.46%,6.22%,-3.23%,4.99%,-4.03%,-4.03%
2026-05-29,000001,平安银行,Shakeout,82,0.46%,6.22%,-3.23%,4.99%,-4.03%,-4.03%
2026-06-01,603903,中持股份,Spring,93,3.55%,5.19%,16.70%,-3.03%,15.90%,15.90%
2026-06-04,601628,中国人寿,Spring,94,5.66%,3.72%,18.99%,23.67%,18.19%,18.19%
2026-06-04,601628,中国人寿,ST,94,5.66%,3.72%,18.99%,23.67%,18.19%,18.19%
2026-06-05,688716,中研股份,Spring,95,-2.60%,0.85%,11.66%,-16.26%,10.86%,10.86%
2026-06-05,688716,中研股份,Shakeout,29,-2.60%,0.85%,11.66%,-16.26%,10.86%,10.86%
2026-06-08,510300,沪深300ETF华泰柏瑞,Spring,87,-0.17%,3.71%,4.22%,1.77%,3.42%,3.42%
2026-06-08,000001,上证指数,LPS,40,3.46%,3.71%,0.78%,-3.46%,-0.02%,-0.02%
2026-06-08,603019,中科曙光,LPS,43,8.84%,10.89%,19.09%,8.97%,18.29%,18.29%
2026-06-09,600732,爱旭股份,Spring,79,18.60%,16.77%,7.57%,14.22%,6.77%,6.77%
2026-06-09,600104,上汽集团,SC,79,-1.75%,-3.23%,-6.03%,-6.12%,-6.83%,-6.83%
2026-06-09,001979,招商蛇口,SC,70,-8.25%,-18.20%,-21.48%,-15.89%,-22.28%,-5.40%
2026-06-09,603259,药明康德,SC,76,5.01%,23.45%,23.45%,57.79%,22.65%,22.65%
2026-06-09,603259,药明康德,Spring,76,5.01%,23.45%,23.45%,57.79%,22.65%,22.65%
2026-06-09,300347,泰格医药,Spring,80,6.35%,17.21%,16.51%,37.56%,15.71%,15.71%
2026-06-09,002821,凯莱英,Spring,75,0.62%,27.11%,35.41%,47.95%,34.61%,34.61%
2026-06-09,600760,中航沈飞,ST,89,3.26%,-1.26%,-3.23%,3.35%,-4.03%,-4.03%
2026-06-09,601012,隆基绿能,ST,93,2.78%,-3.79%,-9.27%,0.23%,-10.07%,-10.07%
2026-06-09,600276,恒瑞医药,Spring,93,2.09%,8.34%,16.45%,15.44%,15.65%,15.65%
2026-06-10,600104,上汽集团,SC,53,-4.78%,-9.29%,-10.64%,-2.89%,-11.44%,-11.44%
2026-06-11,600104,上汽集团,SC,76,-3.77%,-10.49%,-6.90%,-1.45%,-7.70%,-7.70%
2026-06-11,300750,宁德时代,Spring,81,2.45%,-0.31%,-8.75%,1.54%,-9.55%,-9.55%
2026-06-11,002416,爱施德,ST,82,4.09%,-11.68%,-13.73%,-6.62%,-14.53%,-14.53%
2026-06-11,600104,上汽集团,SC,59,1.30%,1.21%,-0.09%,-2.33%,-0.89%,-0.89%
2026-06-11,600862,中航高科,Spring,90,10.07%,2.70%,15.80%,7.42%,15.00%,15.00%
2026-06-11,600862,中航高科,ST,90,10.07%,2.70%,15.80%,7.42%,15.00%,15.00%
2026-06-11,300059,东方财富,Spring,87,7.14%,15.61%,16.30%,15.09%,15.50%,15.50%
2026-06-11,600850,电科数字,Spring,25,7.28%,-3.55%,2.75%,2.28%,1.95%,1.95%
2026-06-12,000725,京东方Ａ,LPS,44,25.46%,43.93%,23.65%,6.63%,22.85%,22.85%
2026-06-15,002648,卫星化学,SC,63,8.21%,0.95%,1.72%,11.52%,0.92%,0.92%
2026-06-16,301098,金埔园林,Spring,73,7.50%,1.67%,-7.26%,5.71%,-8.06%,-8.06%
2026-06-22,600585,海螺水泥,SC,75,-3.70%,-0.17%,3.43%,0.82%,2.63%,2.63%
2026-06-22,300009,安科生物,Spring,88,3.26%,9.39%,8.61%,14.99%,7.81%,7.81%
2026-06-22,002594,比亚迪,SC,66,-9.08%,-0.06%,7.23%,3.00%,6.43%,-5.40%
2026-06-22,002648,卫星化学,Spring,83,5.85%,7.91%,6.51%,12.71%,5.71%,5.71%
2026-06-22,603288,海天味业,Spring,85,3.15%,4.00%,11.99%,7.20%,11.19%,11.19%
2026-06-22,000703,恒逸石化,Spring,65,16.64%,18.04%,17.50%,31.10%,16.70%,16.70%
2026-06-25,002714,牧原股份,Spring,60,15.42%,14.68%,22.68%,23.05%,21.88%,21.88%
2026-06-25,002714,牧原股份,ST,63,15.42%,14.68%,22.68%,23.05%,21.88%,21.88%
2026-06-26,688111,金山办公,Spring,87,6.27%,17.54%,14.11%,20.93%,13.31%,13.31%
2026-06-26,600760,中航沈飞,Spring,97,2.56%,-0.59%,6.68%,8.52%,5.88%,5.88%
